geography,year,category,households,value
Carlton,2024,Household type,Couple family without children,2778
Carlton,2024,Household type,Group household,3007
Carlton,2024,Household type,Lone person,6146
Carlton,2024,Household size,Not applicable,2
Carlton,2024,Household type,One-parent family,469
Carlton,2024,Household type,Other family,409
Carlton,2025,Structural Private Dwellings,Not applicable,13971
Carlton,2026,Household type,Other family,399
Carlton,2027,Household type,Couple family without children,2958
Carlton,2027,Household type,Lone person,6314
Carlton,2027,Structural Private Dwellings,Not applicable,14300
Carlton,2027,Household size,Not applicable,2
Carlton,2028,Household type,Couple family without children,3008
Carlton,2028,Household size,Not applicable,2
Carlton,2028,Household type,Other family,388
Carlton,2029,Household type,Couple family with children,899
Carlton,2029,Household size,Not applicable,2
Carlton,2029,Household type,One-parent family,478
Carlton,2030,Household type,Group household,3212
Carlton,2031,Household type,Couple family with children,926
Carlton,2031,Household type,Lone person,6622
Carlton,2031,Household size,Not applicable,2
Carlton,2032,Household type,Couple family without children,3143
Carlton,2032,Household type,Lone person,6683
Carlton,2033,Household type,Couple family with children,956
Carlton,2034,Household type,Couple family with children,963
Carlton,2034,Household type,Group household,3290
Carlton,2035,Household type,Group household,3310
Carlton,2035,Household type,Lone person,6697
Carlton,2035,Structural Private Dwellings,Not applicable,15189
Carlton,2035,Household type,One-parent family,495
Carlton,2035,Household type,Other family,355
Carlton,2036,Household type,Couple family without children,3156
Carlton,2036,Household type,Group household,3311
Carlton,2036,Structural Private Dwellings,Not applicable,15206
Carlton,2037,Household type,Couple family without children,3145
Carlton,2037,Household type,Lone person,6702
Carlton,2038,Household type,Couple family with children,1007
Carlton,2038,Household type,Couple family without children,3136
Carlton,2038,Household type,Group household,3314
Carlton,2038,Structural Private Dwellings,Not applicable,15238
Carlton,2038,Household type,One-parent family,511
Carlton,2039,Structural Private Dwellings,Not applicable,15254
Carlton,2040,Household type,Couple family with children,1027
Carlton,2040,Household type,Couple family without children,3120
Carlton,2040,Household size,Not applicable,2
Carlton,2041,Household type,Couple family with children,1038
Carlton,2041,Household type,Couple family without children,3101
Carlton,2041,Household type,Group household,3302
Carlton,2041,Structural Private Dwellings,Not applicable,15288
Carlton,2041,Household type,One-parent family,528
Carlton,2041,Household type,Other family,365
Carlton,2042,Household type,Couple family with children,1050
Carlton,2042,Household type,Group household,3289
Carlton,2042,Household size,Not applicable,2
Carlton,2042,Household type,Other family,380
Carlton,2043,Household type,Couple family without children,3076
Carlton,2043,Household type,Group household,3272
Carlton,2043,Household type,Lone person,6731
Docklands,2023,Household type,Lone person,2742
Docklands,2023,Household type,One-parent family,370
Docklands,2024,Household type,One-parent family,396
Docklands,2025,Household type,Couple family with children,1517
Docklands,2025,Household type,Group household,1295
Docklands,2025,Household type,One-parent family,390
Docklands,2026,Household type,Other family,194
Docklands,2027,Household type,Group household,1319
Docklands,2027,Household type,Lone person,3000
Docklands,2027,Household size,Not applicable,2
Docklands,2027,Household type,One-parent family,390
Docklands,2027,Household type,Other family,191
Docklands,2028,Household type,Couple family without children,4162
Docklands,2028,Household type,Group household,1317
Docklands,2028,Household type,Other family,186
Docklands,2029,Household type,Couple family without children,4211
Docklands,2029,Household type,Lone person,2970
Docklands,2029,Household type,Other family,182
Docklands,2030,Household type,Couple family with children,1699
Docklands,2030,Household type,Lone person,2957
Docklands,2030,Structural Private Dwellings,Not applicable,11136
Docklands,2030,Household type,One-parent family,383
Docklands,2030,Household type,Other family,179
Docklands,2031,Household type,Other family,177
Docklands,2032,Household type,Couple family with children,1758
Docklands,2032,Household type,Group household,1336
Docklands,2032,Structural Private Dwellings,Not applicable,11243
Docklands,2032,Household size,Not applicable,2
Docklands,2033,Household type,Couple family with children,1783
Docklands,2033,Structural Private Dwellings,Not applicable,11275
Docklands,2034,Household type,Couple family without children,4394
Docklands,2034,Household size,Not applicable,2
Docklands,2034,Household type,One-parent family,397
Docklands,2035,Household type,One-parent family,403
Docklands,2036,Household type,One-parent family,413
Docklands,2037,Household type,One-parent family,423
Docklands,2038,Household type,Couple family with children,2083
Docklands,2038,Household type,Lone person,3128
Docklands,2038,Household type,One-parent family,431
Docklands,2039,Household type,Couple family with children,2155
Docklands,2039,Household type,Lone person,3178
Docklands,2039,Structural Private Dwellings,Not applicable,12484
Docklands,2039,Household size,Not applicable,2
Docklands,2040,Household type,Group household,1475
Docklands,2040,Household type,Other family,179
Docklands,2041,Household type,Group household,1489
Docklands,2041,Household type,Lone person,3294
Docklands,2041,Structural Private Dwellings,Not applicable,12978
Docklands,2041,Household type,One-parent family,462
Docklands,2042,Household type,Couple family with children,2411
Docklands,2042,Household type,Group household,1502
Docklands,2042,Structural Private Dwellings,Not applicable,13231
Docklands,2042,Household type,One-parent family,475
East Melbourne,2023,Structural Private Dwellings,Not applicable,3424
East Melbourne,2023,Household type,Other family,26
East Melbourne,2024,Household size,Not applicable,2
East Melbourne,2025,Household type,Couple family with children,334
East Melbourne,2025,Household type,Lone person,1213
East Melbourne,2025,Household size,Not applicable,2
East Melbourne,2025,Household type,Other family,27
East Melbourne,2026,Household type,Lone person,1226
East Melbourne,2026,Structural Private Dwellings,Not applicable,3424
East Melbourne,2026,Household size,Not applicable,2
East Melbourne,2026,Household type,One-parent family,77
East Melbourne,2027,Household type,Group household,288
East Melbourne,2027,Household type,Lone person,1231
East Melbourne,2027,Household type,Other family,27
East Melbourne,2028,Household type,Couple family without children,1369
East Melbourne,2028,Household type,Group household,288
East Melbourne,2028,Household size,Not applicable,2
East Melbourne,2028,Household type,One-parent family,77
East Melbourne,2028,Household type,Other family,26
East Melbourne,2029,Household type,Group household,289
East Melbourne,2029,Household type,Lone person,1228
East Melbourne,2029,Structural Private Dwellings,Not applicable,3523
East Melbourne,2029,Household type,One-parent family,76
East Melbourne,2031,Household type,Group household,291
East Melbourne,2031,Household size,Not applicable,2
East Melbourne,2032,Structural Private Dwellings,Not applicable,3550
East Melbourne,2032,Household type,One-parent family,77
East Melbourne,2032,Household type,Other family,24
East Melbourne,2033,Household type,Group household,292
East Melbourne,2033,Household size,Not applicable,2
East Melbourne,2033,Household type,One-parent family,77
East Melbourne,2034,Household type,Couple family without children,1412
East Melbourne,2034,Household type,Group household,293
East Melbourne,2034,Household type,Lone person,1197
East Melbourne,2034,Structural Private Dwellings,Not applicable,3550
East Melbourne,2034,Household type,Other family,23
East Melbourne,2035,Household type,Couple family without children,1411
East Melbourne,2036,Household type,Group household,294
East Melbourne,2036,Household size,Not applicable,2
East Melbourne,2037,Household type,Couple family with children,406
East Melbourne,2037,Household type,Couple family without children,1399
East Melbourne,2037,Structural Private Dwellings,Not applicable,3550
East Melbourne,2038,Household type,Group household,294
East Melbourne,2038,Household size,Not applicable,2
East Melbourne,2038,Household type,One-parent family,80
East Melbourne,2038,Household type,Other family,23
East Melbourne,2040,Household type,Couple family without children,1383
East Melbourne,2040,Household type,Group household,293
East Melbourne,2041,Household size,Not applicable,2
East Melbourne,2042,Household type,Group household,291
East Melbourne,2042,Household type,Lone person,1196
East Melbourne,2042,Structural Private Dwellings,Not applicable,3559
East Melbourne,2042,Household type,One-parent family,84
East Melbourne,2042,Household type,Other family,25
East Melbourne,2043,Household size,Not applicable,2
East Melbourne,2043,Household type,One-parent family,85
Kensington,2023,Household type,Other family,77
Kensington,2024,Household type,Lone person,1639
Kensington,2025,Household type,One-parent family,248
Kensington,2026,Household type,Couple family with children,1243
Kensington,2026,Household type,Lone person,1655
Kensington,2026,Household type,Other family,77
Kensington,2027,Household type,Couple family with children,1263
Kensington,2027,Household type,Group household,574
Kensington,2028,Household type,Group household,570
Kensington,2028,Household type,Lone person,1629
Kensington,2028,Structural Private Dwellings,Not applicable,5746
Kensington,2029,Household type,Couple family without children,1928
Kensington,2030,Household type,Lone person,1616
Kensington,2030,Household type,Other family,70
Kensington,2031,Household type,Couple family with children,1346
Kensington,2031,Household type,Couple family without children,1965
Kensington,2031,Household type,Lone person,1619
Kensington,2031,Structural Private Dwellings,Not applicable,5873
Kensington,2032,Household type,Lone person,1613
Kensington,2032,Household type,One-parent family,246
Kensington,2033,Household type,Group household,583
Kensington,2033,Structural Private Dwellings,Not applicable,5923
Kensington,2033,Household type,One-parent family,248
Kensington,2033,Household type,Other family,67
Kensington,2034,Structural Private Dwellings,Not applicable,6120
Kensington,2035,Household type,Couple family with children,1500
Kensington,2035,Household size,Not applicable,3
Kensington,2035,Household type,One-parent family,265
Kensington,2035,Household type,Other family,69
Kensington,2036,Household type,One-parent family,276
Kensington,2036,Household type,Other family,71
Kensington,2037,Household type,Couple family without children,2232
Kensington,2037,Household size,Not applicable,3
Kensington,2037,Household type,One-parent family,286
Kensington,2038,Household type,Couple family with children,1714
Kensington,2038,Household type,Group household,694
Kensington,2038,Household type,Lone person,1870
Kensington,2038,Structural Private Dwellings,Not applicable,6969
Kensington,2039,Household type,Lone person,1903
Kensington,2039,Structural Private Dwellings,Not applicable,7166
Kensington,2039,Household type,One-parent family,300
Kensington,2040,Household type,Group household,741
Kensington,2041,Household type,Lone person,1978
Kensington,2041,Household size,Not applicable,3
Kensington,2041,Household type,Other family,79
Kensington,2042,Household type,Group household,781
Kensington,2042,Structural Private Dwellings,Not applicable,7801
Kensington,2042,Household type,Other family,84
Kensington,2043,Household type,Group household,796
Kensington,2043,Structural Private Dwellings,Not applicable,7977
Kensington,2043,Household size,Not applicable,3
Kensington,2043,Household type,Other family,88
Melbourne (CBD),2023,Household type,Couple family with children,1671
Melbourne (CBD),2023,Household type,Other family,1351
Melbourne (CBD),2024,Household type,Lone person,12751
Melbourne (CBD),2025,Household type,Lone person,12722
Melbourne (CBD),2025,Household type,One-parent family,569
Melbourne (CBD),2026,Household type,Couple family with children,1871
Melbourne (CBD),2026,Household type,One-parent family,569
Melbourne (CBD),2026,Household type,Other family,1369
Melbourne (CBD),2027,Household type,Couple family with children,1934
Melbourne (CBD),2027,Household type,Group household,9370
Melbourne (CBD),2027,Household type,One-parent family,573
Melbourne (CBD),2027,Household type,Other family,1358
Melbourne (CBD),2028,Household type,Couple family with children,1983
Melbourne (CBD),2028,Household type,Lone person,12943
Melbourne (CBD),2028,Household type,One-parent family,573
Melbourne (CBD),2028,Household type,Other family,1332
Melbourne (CBD),2029,Household type,Couple family without children,10006
Melbourne (CBD),2029,Household type,Group household,9471
Melbourne (CBD),2029,Household type,Lone person,12964
Melbourne (CBD),2029,Household size,Not applicable,2
Melbourne (CBD),2029,Household type,One-parent family,574
Melbourne (CBD),2031,Household type,Couple family with children,2119
Melbourne (CBD),2031,Structural Private Dwellings,Not applicable,39784
Melbourne (CBD),2032,Household type,Couple family with children,2159
Melbourne (CBD),2032,Structural Private Dwellings,Not applicable,39957
Melbourne (CBD),2032,Household type,One-parent family,588
Melbourne (CBD),2033,Household type,Couple family without children,10409
Melbourne (CBD),2033,Household type,One-parent family,594
Melbourne (CBD),2033,Household type,Other family,1248
Melbourne (CBD),2034,Household type,Couple family with children,2271
Melbourne (CBD),2034,Household type,Lone person,13253
Melbourne (CBD),2034,Household size,Not applicable,2
Melbourne (CBD),2035,Household type,Group household,10200
Melbourne (CBD),2035,Household type,Lone person,13490
Melbourne (CBD),2035,Household type,One-parent family,623
Melbourne (CBD),2035,Household type,Other family,1260
Melbourne (CBD),2037,Household type,Group household,10521
Melbourne (CBD),2037,Household type,Lone person,14033
Melbourne (CBD),2037,Household type,One-parent family,661
Melbourne (CBD),2037,Household type,Other family,1298
Melbourne (CBD),2038,Household type,Couple family with children,2578
Melbourne (CBD),2038,Structural Private Dwellings,Not applicable,44082
Melbourne (CBD),2038,Household type,One-parent family,678
Melbourne (CBD),2038,Household type,Other family,1312
Melbourne (CBD),2039,Household type,Group household,10809
Melbourne (CBD),2039,Household type,Other family,1326
Melbourne (CBD),2040,Household type,Group household,10951
Melbourne (CBD),2040,Household type,Lone person,14799
Melbourne (CBD),2040,Household type,One-parent family,713
Melbourne (CBD),2041,Household type,Group household,11045
Melbourne (CBD),2041,Household type,Lone person,15058
Melbourne (CBD),2041,Structural Private Dwellings,Not applicable,46193
Melbourne (CBD),2042,Household type,Couple family with children,2878
Melbourne (CBD),2042,Household type,Couple family without children,12026
Melbourne (CBD),2042,Household type,Lone person,15314
Melbourne (CBD),2042,Structural Private Dwellings,Not applicable,46878
Melbourne (CBD),2043,Household type,Lone person,15554
Melbourne (CBD),2043,Household size,Not applicable,2
Melbourne (Remainder),2023,Household type,One-parent family,60
Melbourne (Remainder),2024,Household type,Couple family with children,149
Melbourne (Remainder),2024,Household type,Couple family without children,589
Melbourne (Remainder),2024,Household type,Group household,51
Melbourne (Remainder),2025,Household type,Lone person,567
Melbourne (Remainder),2025,Household type,One-parent family,64
Melbourne (Remainder),2026,Household type,Group household,52
Melbourne (Remainder),2026,Household type,Lone person,573
Melbourne (Remainder),2026,Household size,Not applicable,2
Melbourne (Remainder),2027,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2027,Household type,Other family,33
Melbourne (Remainder),2028,Household type,Group household,52
Melbourne (Remainder),2028,Household type,Lone person,563
Melbourne (Remainder),2028,Household type,One-parent family,63
Melbourne (Remainder),2029,Household type,Couple family without children,622
Melbourne (Remainder),2030,Household type,Lone person,553
Melbourne (Remainder),2030,Household size,Not applicable,2
Melbourne (Remainder),2031,Household type,Couple family with children,165
Melbourne (Remainder),2031,Household type,Group household,52
Melbourne (Remainder),2031,Household size,Not applicable,2
Melbourne (Remainder),2031,Household type,Other family,30
Melbourne (Remainder),2032,Household type,Couple family with children,167
Melbourne (Remainder),2032,Household type,Group household,52
Melbourne (Remainder),2032,Household type,Lone person,546
Melbourne (Remainder),2033,Household type,Other family,29
Melbourne (Remainder),2034,Household type,Other family,28
Melbourne (Remainder),2035,Household type,Couple family with children,171
Melbourne (Remainder),2035,Household size,Not applicable,3
Melbourne (Remainder),2035,Household type,One-parent family,63
Melbourne (Remainder),2035,Household type,Other family,28
Melbourne (Remainder),2036,Household type,Couple family with children,173
Melbourne (Remainder),2036,Household type,Couple family without children,625
Melbourne (Remainder),2036,Household type,Other family,28
Melbourne (Remainder),2037,Household type,Group household,52
Melbourne (Remainder),2037,Household type,Other family,28
Melbourne (Remainder),2038,Household type,Couple family with children,177
Melbourne (Remainder),2038,Household type,Group household,52
Melbourne (Remainder),2038,Household type,Lone person,537
Melbourne (Remainder),2038,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2039,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2039,Household size,Not applicable,3
Melbourne (Remainder),2040,Household type,Couple family with children,180
Melbourne (Remainder),2040,Household type,Group household,52
Melbourne (Remainder),2040,Household size,Not applicable,3
Melbourne (Remainder),2041,Household type,Couple family without children,611
Melbourne (Remainder),2041,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2042,Household size,Not applicable,3
Melbourne (Remainder),2042,Household type,One-parent family,68
Melbourne (Remainder),2043,Household type,Couple family without children,602
North Melbourne,2023,Household type,Couple family without children,2351
North Melbourne,2023,Household size,Not applicable,2
North Melbourne,2024,Household type,Couple family without children,2517
North Melbourne,2024,Structural Private Dwellings,Not applicable,9437
North Melbourne,2024,Household type,One-parent family,469
North Melbourne,2025,Household type,Couple family with children,1105
North Melbourne,2026,Household size,Not applicable,2
North Melbourne,2026,Household type,One-parent family,464
North Melbourne,2027,Household type,Couple family with children,1182
North Melbourne,2027,Household type,Other family,154
North Melbourne,2028,Household type,Group household,1670
North Melbourne,2028,Household type,Other family,153
North Melbourne,2029,Household size,Not applicable,2
North Melbourne,2029,Household type,Other family,152
North Melbourne,2030,Household type,Group household,1718
North Melbourne,2030,Structural Private Dwellings,Not applicable,10121
North Melbourne,2030,Household size,Not applicable,2
North Melbourne,2030,Household type,One-parent family,470
North Melbourne,2030,Household type,Other family,151
North Melbourne,2031,Household type,Group household,1741
North Melbourne,2031,Household size,Not applicable,2
North Melbourne,2031,Household type,One-parent family,477
North Melbourne,2032,Household type,Couple family with children,1350
North Melbourne,2032,Structural Private Dwellings,Not applicable,10375
North Melbourne,2033,Structural Private Dwellings,Not applicable,10465
North Melbourne,2033,Household size,Not applicable,2
North Melbourne,2033,Household type,One-parent family,489
North Melbourne,2033,Household type,Other family,148
North Melbourne,2034,Household type,Couple family without children,3157
North Melbourne,2034,Household type,Lone person,3647
North Melbourne,2034,Household type,Other family,152
North Melbourne,2035,Household type,Group household,1930
North Melbourne,2035,Household type,Lone person,3808
North Melbourne,2035,Structural Private Dwellings,Not applicable,11564
North Melbourne,2035,Household size,Not applicable,2
North Melbourne,2035,Household type,One-parent family,547
North Melbourne,2035,Household type,Other family,155
North Melbourne,2036,Household type,Couple family with children,1630
North Melbourne,2036,Household type,Other family,159
North Melbourne,2037,Household type,Lone person,4125
North Melbourne,2037,Structural Private Dwellings,Not applicable,12516
North Melbourne,2037,Household type,Other family,162
North Melbourne,2038,Household type,Couple family without children,3768
North Melbourne,2039,Household type,Couple family with children,1865
North Melbourne,2039,Household type,Couple family without children,3900
North Melbourne,2039,Household type,Other family,179
North Melbourne,2040,Household type,Couple family with children,1943
North Melbourne,2040,Household type,Lone person,4567
North Melbourne,2040,Household type,Other family,188
North Melbourne,2041,Household type,Couple family with children,2025
North Melbourne,2041,Household type,Couple family without children,4142
North Melbourne,2041,Household size,Not applicable,2
North Melbourne,2042,Household type,Couple family without children,4225
North Melbourne,2042,Household type,Lone person,4830
North Melbourne,2043,Household type,Couple family with children,2177
North Melbourne,2043,Household type,Group household,2301
North Melbourne,2043,Household size,Not applicable,2
North Melbourne,2043,Household type,Other family,245
Parkville,2023,Household type,Couple family without children,865
Parkville,2023,Household type,Group household,505
Parkville,2023,Household type,Lone person,863
Parkville,2024,Household type,Couple family without children,922
Parkville,2024,Household type,Lone person,913
Parkville,2024,Household size,Not applicable,2
Parkville,2025,Household type,Couple family with children,438
Parkville,2025,Household type,Lone person,909
Parkville,2025,Household size,Not applicable,2
Parkville,2026,Household type,Couple family without children,939
Parkville,2026,Household type,Group household,546
Parkville,2026,Structural Private Dwellings,Not applicable,3011
Parkville,2026,Household size,Not applicable,2
Parkville,2026,Household type,Other family,45
Parkville,2027,Household type,Couple family with children,451
Parkville,2027,Household type,Group household,544
Parkville,2028,Household type,Couple family with children,458
Parkville,2028,Household type,Group household,541
Parkville,2028,Household type,Lone person,890
Parkville,2028,Structural Private Dwellings,Not applicable,3011
Parkville,2028,Household size,Not applicable,2
Parkville,2028,Household type,Other family,42
Parkville,2029,Household type,Group household,539
Parkville,2029,Household type,Lone person,882
Parkville,2030,Household type,Lone person,874
Parkville,2030,Structural Private Dwellings,Not applicable,3011
Parkville,2030,Household size,Not applicable,2
Parkville,2031,Household type,Group household,538
Parkville,2031,Household type,Lone person,869
Parkville,2031,Structural Private Dwellings,Not applicable,3011
Parkville,2031,Household type,Other family,40
Parkville,2032,Household type,Lone person,862
Parkville,2032,Household size,Not applicable,2
Parkville,2032,Household type,Other family,39
Parkville,2033,Household type,Couple family with children,484
Parkville,2033,Household type,One-parent family,100
Parkville,2034,Household type,Group household,541
Parkville,2034,Household type,Lone person,852
Parkville,2034,Structural Private Dwellings,Not applicable,3011
Parkville,2034,Household type,One-parent family,101
Parkville,2036,Household type,Other family,37
Parkville,2037,Household type,Other family,37
Parkville,2038,Household type,Couple family with children,505
Parkville,2038,Household type,Group household,541
Parkville,2039,Household type,One-parent family,104
Parkville,2040,Structural Private Dwellings,Not applicable,3011
Parkville,2040,Household size,Not applicable,2
Parkville,2040,Household type,One-parent family,105
Parkville,2041,Household type,Couple family without children,933
Parkville,2041,Structural Private Dwellings,Not applicable,3011
Parkville,2041,Household type,One-parent family,107
Parkville,2041,Household type,Other family,38
Parkville,2042,Household type,Couple family without children,927
Parkville,2042,Household type,Group household,535
Parkville,2042,Household type,One-parent family,108
Parkville,2043,Household type,Couple family with children,529
Parkville,2043,Household type,Lone person,846
Parkville,2043,Household size,Not applicable,2
Port Melbourne,2023,Household type,Couple family without children,1
Port Melbourne,2023,Household type,Group household,0
Port Melbourne,2023,Household size,Not applicable,0
Port Melbourne,2024,Household size,Not applicable,0
Port Melbourne,2024,Household type,Other family,0
Port Melbourne,2025,Household size,Not applicable,0
Port Melbourne,2025,Household type,Other family,0
Port Melbourne,2026,Household type,Couple family with children,0
Port Melbourne,2026,Household type,Couple family without children,1
Port Melbourne,2026,Household type,Group household,0
Port Melbourne,2026,Structural Private Dwellings,Not applicable,2
Port Melbourne,2026,Household type,Other family,0
Port Melbourne,2027,Household type,Lone person,4
Port Melbourne,2027,Household type,One-parent family,1
Port Melbourne,2027,Household type,Other family,0
Port Melbourne,2028,Household type,Couple family without children,8
Port Melbourne,2028,Structural Private Dwellings,Not applicable,20
Port Melbourne,2028,Household type,One-parent family,1
Port Melbourne,2028,Household type,Other family,0
Port Melbourne,2029,Household type,Group household,4
Port Melbourne,2029,Household type,Lone person,7
Port Melbourne,2029,Household size,Not applicable,3
Port Melbourne,2030,Structural Private Dwellings,Not applicable,35
Port Melbourne,2030,Household type,One-parent family,1
Port Melbourne,2031,Structural Private Dwellings,Not applicable,45
Port Melbourne,2031,Household type,Other family,1
Port Melbourne,2032,Household type,Couple family with children,8
Port Melbourne,2032,Household type,Group household,7
Port Melbourne,2032,Household type,Lone person,13
Port Melbourne,2032,Structural Private Dwellings,Not applicable,51
Port Melbourne,2033,Household type,Lone person,15
Port Melbourne,2034,Household type,Couple family without children,38
Port Melbourne,2034,Household type,One-parent family,3
Port Melbourne,2035,Household type,Couple family without children,56
Port Melbourne,2035,Structural Private Dwellings,Not applicable,148
Port Melbourne,2035,Household type,One-parent family,5
Port Melbourne,2036,Household type,Couple family without children,77
Port Melbourne,2036,Household type,Group household,29
Port Melbourne,2036,Structural Private Dwellings,Not applicable,204
Port Melbourne,2037,Household type,Couple family with children,45
Port Melbourne,2037,Household size,Not applicable,2
Port Melbourne,2038,Household size,Not applicable,2
Port Melbourne,2039,Structural Private Dwellings,Not applicable,380
Port Melbourne,2039,Household size,Not applicable,2
Port Melbourne,2040,Household type,Couple family with children,86
Port Melbourne,2040,Household type,Lone person,126
Port Melbourne,2040,Household type,One-parent family,16
Port Melbourne,2041,Household type,Couple family without children,214
Port Melbourne,2041,Household type,Other family,9
Port Melbourne,2042,Household type,Couple family with children,125
Port Melbourne,2042,Household type,Group household,97
Port Melbourne,2042,Household type,Lone person,178
Port Melbourne,2042,Household type,Other family,12
Port Melbourne,2043,Household type,Other family,14
South Yarra,2023,Household type,Couple family with children,297
South Yarra,2023,Household size,Not applicable,2
South Yarra,2023,Household type,One-parent family,62
South Yarra,2024,Household type,Group household,215
South Yarra,2024,Structural Private Dwellings,Not applicable,2766
South Yarra,2024,Household size,Not applicable,2
South Yarra,2025,Household type,Group household,217
South Yarra,2025,Household type,Lone person,1035
South Yarra,2025,Structural Private Dwellings,Not applicable,2766
South Yarra,2025,Household size,Not applicable,2
South Yarra,2027,Household type,Group household,222
South Yarra,2027,Structural Private Dwellings,Not applicable,2789
South Yarra,2027,Household size,Not applicable,2
South Yarra,2028,Household type,Lone person,1040
South Yarra,2028,Structural Private Dwellings,Not applicable,2798
South Yarra,2029,Household size,Not applicable,2
South Yarra,2029,Household type,Other family,23
South Yarra,2030,Household type,Couple family with children,362
South Yarra,2030,Structural Private Dwellings,Not applicable,2824
South Yarra,2030,Household type,Other family,23
South Yarra,2031,Structural Private Dwellings,Not applicable,2842
South Yarra,2031,Household type,One-parent family,66
South Yarra,2032,Structural Private Dwellings,Not applicable,2852
South Yarra,2032,Household size,Not applicable,2
South Yarra,2033,Household type,Couple family with children,380
South Yarra,2033,Household type,Group household,226
South Yarra,2033,Household size,Not applicable,2
South Yarra,2033,Household type,One-parent family,67
South Yarra,2033,Household type,Other family,22
South Yarra,2034,Household type,Lone person,1032
South Yarra,2034,Household size,Not applicable,2
South Yarra,2034,Household type,One-parent family,68
South Yarra,2034,Household type,Other family,22
South Yarra,2035,Household type,Couple family without children,1047
South Yarra,2035,Household type,Lone person,1033
South Yarra,2035,Household size,Not applicable,2
South Yarra,2035,Household type,One-parent family,68
South Yarra,2036,Household type,Lone person,1033
South Yarra,2036,Household type,One-parent family,69
South Yarra,2037,Household type,Group household,233
South Yarra,2037,Household type,One-parent family,70
South Yarra,2038,Household type,Couple family with children,407
South Yarra,2038,Household type,Group household,233
South Yarra,2038,Household type,Lone person,1031
South Yarra,2038,Structural Private Dwellings,Not applicable,2928
South Yarra,2039,Household type,Couple family without children,1028
South Yarra,2039,Household type,Lone person,1030
South Yarra,2039,Household size,Not applicable,2
South Yarra,2040,Household type,Couple family with children,413
South Yarra,2040,Household type,Other family,21
South Yarra,2041,Household type,Couple family with children,418
South Yarra,2042,Household type,Lone person,1030
South Yarra,2042,Household size,Not applicable,2
South Yarra,2042,Household type,Other family,23
South Yarra,2043,Household type,Couple family without children,1002
South Yarra,2043,Household type,One-parent family,75
Southbank,2023,Household type,Group household,2359
Southbank,2025,Structural Private Dwellings,Not applicable,17143
Southbank,2025,Household type,One-parent family,393
Southbank,2026,Household type,Group household,2669
Southbank,2026,Household type,Lone person,5556
Southbank,2026,Household size,Not applicable,2
Southbank,2026,Household type,One-parent family,395
Southbank,2027,Household type,Couple family without children,6429
Southbank,2027,Household type,Group household,2697
Southbank,2027,Household type,Lone person,5592
Southbank,2029,Household type,Couple family without children,6822
Southbank,2029,Household type,Lone person,5764
Southbank,2030,Household type,Lone person,5753
Southbank,2030,Structural Private Dwellings,Not applicable,18357
Southbank,2030,Household size,Not applicable,2
Southbank,2030,Household type,One-parent family,406
Southbank,2030,Household type,Other family,456
Southbank,2031,Household type,Group household,2883
Southbank,2031,Household size,Not applicable,2
Southbank,2031,Household type,Other family,449
Southbank,2032,Household size,Not applicable,2
Southbank,2032,Household type,Other family,442
Southbank,2033,Household type,Lone person,5737
Southbank,2033,Structural Private Dwellings,Not applicable,18595
Southbank,2033,Household size,Not applicable,2
Southbank,2034,Household type,Couple family with children,1502
Southbank,2034,Household type,Group household,2977
Southbank,2034,Household type,Lone person,5835
Southbank,2034,Structural Private Dwellings,Not applicable,18959
Southbank,2034,Household type,One-parent family,425
Southbank,2034,Household type,Other family,435
Southbank,2035,Household type,Lone person,5936
Southbank,2035,Structural Private Dwellings,Not applicable,19311
Southbank,2035,Household type,One-parent family,433
Southbank,2036,Household type,Couple family with children,1577
Southbank,2037,Household type,Couple family with children,1619
Southbank,2037,Household type,Couple family without children,7469
Southbank,2037,Household type,Group household,3139
Southbank,2037,Household size,Not applicable,2
Southbank,2038,Household type,Other family,447
Southbank,2039,Household type,Group household,3227
Southbank,2040,Household type,Couple family with children,1728
Southbank,2040,Structural Private Dwellings,Not applicable,20862
Southbank,2041,Household type,Group household,3297
Southbank,2041,Household type,Lone person,6584
Southbank,2041,Structural Private Dwellings,Not applicable,21146
Southbank,2041,Household type,One-parent family,499
Southbank,2042,Household size,Not applicable,2
Southbank,2042,Household type,One-parent family,513
Southbank,2042,Household type,Other family,503
Southbank,2043,Household type,Couple family with children,1843
Southbank,2043,Household type,Lone person,6808
Southbank,2043,Household size,Not applicable,2
Southbank,2043,Household type,One-parent family,526
West Melbourne (Industrial),2023,Household type,Group household,0
West Melbourne (Industrial),2023,Household type,Lone person,0
West Melbourne (Industrial),2023,Household type,One-parent family,0
West Melbourne (Industrial),2024,Household type,Couple family with children,0
West Melbourne (Industrial),2024,Household type,Lone person,0
West Melbourne (Industrial),2024,Household type,One-parent family,0
West Melbourne (Industrial),2024,Household type,Other family,0
West Melbourne (Industrial),2025,Household type,Couple family without children,0
West Melbourne (Industrial),2025,Household type,Lone person,0
West Melbourne (Industrial),2025,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2025,Household size,Not applicable,0
West Melbourne (Industrial),2026,Household type,Group household,0
West Melbourne (Industrial),2026,Household type,Lone person,0
